-38.56	-204.16	-110.27
-37.93	-203.66	-109.91
-38.44	-204.31	-110.42
-38.13	-204.71	-110.63
-38.45	-205.35	-110.10
-38.09	-204.81	-109.91
-38.60	-205.00	-110.96
-38.37	-204.33	-110.05
-38.76	-204.50	-110.57
-38.29	-204.50	-110.47
-37.92	-204.33	-110.28
-38.66	-205.16	-110.08
-38.13	-205.27	-110.21
-38.46	-205.42	-110.06
-38.85	-204.44	-110.16
-38.53	-204.58	-110.23
-38.51	-204.28	-110.39
-38.02	-204.42	-110.88
-38.13	-204.61	-110.47
-38.27	-204.94	-109.66
-38.51	-204.86	-110.46
-38.94	-205.21	-110.12
-38.44	-204.61	-110.83
-38.18	-205.13	-109.95
-38.54	-204.32	-110.11
-38.15	-204.24	-110.23
-38.24	-205.03	-110.14
-37.78	-205.04	-110.61
-38.70	-205.70	-111.28
-38.34	-204.32	-110.57
-38.35	-204.69	-110.27
-38.56	-204.90	-110.21
-38.70	-205.80	-110.60
-38.35	-205.35	-110.44
-38.05	-204.66	-110.14
-38.50	-204.97	-110.42
-38.34	-204.28	-110.94
-38.22	-205.21	-111.46
-38.54	-205.25	-110.27
-37.83	-205.37	-110.29
-38.11	-204.82	-111.52
-38.22	-204.63	-110.45
-38.29	-204.76	-110.06
-38.38	-204.36	-110.05
-38.13	-204.43	-110.52
-38.66	-205.04	-110.11
-37.55	-203.80	-110.45
-39.07	-205.25	-110.69
-38.60	-204.38	-110.08
-37.71	-203.45	-110.06
-37.84	-203.82	-109.80
-38.16	-199.83	-109.11
-37.87	-203.56	-110.41
-38.05	-204.10	-109.44
-37.81	-204.48	-110.02
-38.21	-204.80	-109.59
-37.71	-204.71	-109.22
-38.34	-203.78	-110.50
-38.61	-205.47	-110.80
-38.12	-204.58	-110.41
-38.26	-204.88	-110.77
-38.23	-204.60	-110.23
-38.61	-204.96	-110.57
-38.37	-204.44	-109.46
-38.05	-204.75	-109.70
-38.11	-203.86	-109.35
-38.01	-204.39	-109.29
-38.31	-204.72	-110.83
-38.32	-204.91	-111.74
-38.32	-205.14	-110.73
-38.37	-204.21	-110.73
-38.20	-204.55	-110.05
-38.04	-204.21	-110.40
-38.28	-204.43	-110.55
-38.16	-203.66	-110.19
-37.96	-204.30	-110.00
-37.72	-204.85	-110.12
-37.60	-204.88	-109.97
-38.38	-204.55	-110.29
-37.43	-204.44	-109.69
-37.41	-204.41	-110.23
-38.38	-204.48	-110.19
-37.66	-204.42	-110.97
-38.28	-204.52	-110.12
-37.93	-204.49	-110.44
-38.56	-204.15	-110.36
-37.63	-204.31	-111.12
-37.94	-204.15	-110.18
-38.15	-204.72	-110.29
-38.90	-204.64	-110.49
-38.98	-205.15	-109.52
-38.21	-204.66	-110.24
-38.44	-204.00	-109.89
-38.66	-204.80	-109.94
-38.10	-204.52	-110.60
-38.56	-204.37	-110.02
-38.54	-204.22	-109.73
-38.54	-204.79	-110.03
-39.06	-202.59	-109.83
-38.50	-204.02	-109.84
-38.07	-204.38	-109.95
-37.67	-203.78	-110.13
-38.31	-204.52	-110.46
-38.46	-205.00	-110.85
-38.56	-203.91	-110.01
-38.38	-204.88	-110.50
-38.42	-205.22	-111.18
-38.96	-204.77	-111.01
-38.37	-204.42	-110.24
-38.45	-204.39	-110.83
-38.07	-204.72	-110.22
-38.39	-204.72	-110.01
-38.12	-204.80	-110.18
-38.21	-204.47	-110.08
-37.83	-204.53	-111.16
-38.04	-204.97	-110.69
-37.93	-204.64	-109.86
-38.17	-205.05	-110.02
-38.79	-204.46	-110.41
-38.46	-204.88	-109.75
-37.73	-204.97	-110.19
-38.05	-204.22	-110.14
-37.68	-204.66	-109.81
-37.87	-204.28	-109.95
-37.73	-203.69	-110.00
-37.76	-203.91	-110.27
-37.96	-204.39	-109.48
-37.98	-204.53	-109.52
-38.13	-204.68	-110.13
-38.02	-204.46	-109.37
-38.87	-205.19	-108.87
-38.13	-204.44	-109.35
-38.64	-204.87	-110.12
-38.00	-204.80	-110.01
-37.98	-204.39	-109.91
-37.74	-204.19	-109.66
-38.00	-204.36	-110.82
-37.60	-204.13	-110.18
-38.34	-204.43	-110.45
-37.92	-204.21	-109.36
-37.79	-204.04	-109.24
-38.48	-204.58	-109.95
-38.60	-203.52	-110.02
-38.67	-204.47	-109.58
-38.22	-204.42	-109.89
-38.42	-203.86	-110.95
-38.40	-204.55	-109.42
-38.18	-204.60	-110.86
-38.33	-203.65	-109.83
-38.01	-204.68	-110.62
-38.53	-205.13	-109.23
-38.62	-204.48	-110.61
-37.99	-204.74	-110.68
-38.26	-204.60	-109.86
-38.44	-205.10	-109.42
-38.24	-204.85	-109.90
-38.44	-204.42	-110.25
-38.43	-204.79	-110.41
-38.78	-204.37	-110.05
-38.70	-204.30	-109.30
-37.78	-204.06	-110.56
-38.84	-205.15	-110.60
-38.27	-205.25	-110.39
-37.84	-204.22	-110.79
-38.13	-204.55	-109.86
-38.18	-204.57	-110.08
-38.35	-204.41	-109.74
-38.28	-204.24	-110.49
-38.01	-204.50	-111.16
-37.62	-204.25	-109.78
-38.33	-204.70	-111.04
-37.94	-204.36	-109.73
-38.17	-204.02	-110.19
-38.18	-204.85	-110.73
-37.79	-204.42	-110.05
-37.66	-204.44	-109.31
-38.13	-204.87	-109.64
-38.27	-204.08	-110.40
-38.15	-205.05	-109.67
-38.12	-204.69	-109.74
-38.72	-204.28	-109.58
-38.84	-205.13	-110.21
-38.83	-204.71	-109.23
-38.51	-204.94	-110.58
-37.78	-204.57	-110.60
-38.09	-204.35	-110.18
-38.21	-204.03	-110.94
-38.01	-204.05	-110.52
-38.12	-204.58	-109.63
-38.34	-204.10	-109.66
-38.42	-204.87	-110.49
-38.60	-204.69	-110.40
-38.57	-204.15	-109.81
-38.78	-204.64	-109.95
-38.31	-204.85	-111.23
-38.64	-201.62	-109.58
-39.04	-204.50	-109.99
-38.48	-204.08	-110.72
-38.77	-202.72	-110.71
-38.39	-204.68	-110.75
-38.71	-204.61	-110.35
-38.33	-204.33	-111.21
-38.12	-204.30	-110.62
-38.31	-204.69	-109.31
-38.39	-204.57	-110.30
-38.32	-204.82	-110.83
-38.33	-204.30	-109.88
-38.37	-204.35	-109.23
-37.87	-204.06	-108.95
-38.61	-203.96	-110.85
-38.37	-204.87	-109.91
-37.63	-204.31	-109.67
-38.29	-204.31	-109.73
-37.84	-204.57	-109.99
-38.20	-204.39	-110.71
-38.59	-204.79	-110.52
-38.12	-204.24	-109.57
-38.26	-203.66	-110.45
-38.71	-203.96	-110.29
-38.18	-204.49	-109.55
-38.84	-204.25	-109.59
-38.35	-204.22	-109.13
-38.16	-204.33	-110.36
-38.10	-204.09	-109.84
-38.01	-204.14	-110.97
-38.67	-203.77	-109.18
-37.92	-203.47	-109.58
-38.02	-203.75	-109.40
-38.11	-204.02	-110.11
-37.89	-204.48	-109.95
-38.20	-204.30	-110.16
-38.43	-203.58	-109.24
-38.23	-204.37	-109.69
-38.21	-204.41	-110.10
-38.46	-204.71	-109.48
-37.98	-204.35	-109.53
-37.85	-202.65	-110.45
-38.18	-204.31	-110.19
-38.38	-204.41	-110.35
-38.54	-200.76	-111.44
-37.81	-203.32	-110.51
-37.88	-204.32	-110.30
-38.35	-199.66	-109.83
-37.82	-203.75	-109.48
-38.13	-203.92	-108.37
-37.93	-201.65	-110.45
-38.27	-203.67	-110.57
-37.92	-204.10	-109.61
-38.32	-203.87	-110.41
-38.00	-203.89	-109.75
-38.22	-204.09	-110.99
-38.45	-204.26	-109.75
-38.76	-204.79	-110.57
-38.39	-204.31	-109.34
-38.38	-204.33	-110.02
-38.00	-203.98	-109.75
-38.64	-203.67	-109.99
-38.53	-204.11	-110.50
-38.34	-203.87	-110.33
-38.33	-203.64	-109.52
-38.64	-203.75	-109.67
-38.09	-203.69	-110.07
-38.76	-204.32	-110.33
-37.90	-203.99	-109.92
-38.38	-204.38	-109.59
-37.95	-204.16	-109.80
-38.95	-204.15	-109.48
-38.29	-203.75	-110.11
-38.05	-203.67	-110.49
-37.74	-204.47	-110.49
-38.49	-203.88	-109.07
-38.84	-204.58	-110.36
-38.87	-204.59	-110.21
-38.23	-205.31	-109.90
-38.12	-205.18	-110.77
-38.49	-204.28	-110.41
-37.67	-204.92	-110.31
-38.83	-204.96	-109.81
-38.39	-204.54	-109.18
-38.01	-203.93	-109.13
-38.37	-203.38	-110.41
-38.49	-204.55	-110.42
-39.16	-204.71	-109.44
-38.28	-203.60	-109.85
-38.42	-204.59	-111.15
-37.68	-203.66	-110.41
-38.49	-205.08	-109.47